Slice,Mean
226,3129.315
227,3177.546
228,3225.519
229,3263.481
230,3301.056
231,3348.611
232,3386.037
233,3432.157
234,3471.019
235,3533.324
236,3545.815
237,3579.944
238,3630.380
239,3654.370
240,3697.778
241,3734.787
242,3764.093
243,3782.241
244,3816.481
245,3854.815
246,3885.926
247,3917.324
248,3939.556
249,3980.704
250,3995.593
251,4033.917
252,4048.926
253,4085.870
254,4103.102
255,4136.583
256,4099.639
257,4014.352
258,3947.806
259,3873.981
260,3800.102
261,3758.111
262,3713.463
263,3649.991
264,3593.426
265,3558.556
266,3506.519
267,3486.361
268,3429.333
269,3404.843
270,3349.167
271,3332.954
272,3293.019
273,3273.389
274,3236.176
275,3216.593
276,3189.324
277,3151.444
278,3141.833
279,3112.472
280,3107.111
281,3088.676
282,3054.787
283,3042.046
284,3029.815
285,3004.111
286,2995.759
287,2977.343
288,2972.065
289,2983.565
290,3007.602
291,3076.028
292,3110.833
293,3158.194
294,3198.833
295,3255.889
296,3284.593
297,3326.611
298,3386.093
299,3436.111
300,3458.194
301,3507.213
302,3542.417
303,3573.657
304,3625.185
305,3638.435
306,3687.167
307,3735.991
308,3739.648
309,3791.065
310,3826.657
311,3859.981
312,3877.481
313,3907.917
314,3940.750
315,3970.065
316,4010.074
317,4032.028
318,4039.630
319,4078.537
320,4121.204
321,4133.898
322,4148.306
323,4059.667
324,4007.333
325,3923.176
326,3874.204
327,3823.852
328,3753.991
329,3698.907
330,3656.806
331,3583.741
332,3545.833
333,3514.463
334,3452.852
335,3417.694
336,3387.630
337,3338.296
338,3320.315
339,3295.981
340,3247.843
341,3224.028
342,3215.731
343,3179.796
344,3156.731
345,3124.519
346,3104.685
347,3089.852
348,3076.917
349,3067.185
350,3046.898
351,3021.444
352,3003.074
353,2990.380
354,2989.639
355,2984.176
356,2996.046
357,3040.500
358,3086.722
359,3131.815
360,3182.231
361,3225.065
362,3272.630
363,3312.537
364,3372.657
365,3407.481
366,3447.167
367,3478.907
368,3526.463
369,3555.806
370,3603.583
371,3631.509
372,3664.463
373,3698.630
374,3734.991
375,3776.093
376,3801.907
377,3842.139
378,3868.833
379,3894.981
380,3933.222
381,3949.704
382,3984.898
383,4004.352
384,4029.935
385,4068.824
386,4090.611
387,4117.954
388,4129.065
389,4097.102
390,4016.509
391,3951.352
392,3878.528
393,3823.444
394,3776.676
395,3719.065
396,3659.852
397,3615.324
398,3553.870
399,3516.120
400,3478.361
401,3433.769
402,3387.222
403,3359.769
404,3339.269
405,3309.583
406,3259.333
407,3241.833
408,3203.917
409,3184.435
410,3174.583
411,3134.806
412,3108.852
413,3103.657
414,3082.991
415,3053.380
416,3043.861
417,3017.852
418,3020.843
419,3001.194
420,2978.380
421,2972.148
422,3010.778
423,3070.741
424,3110.593
425,3154.398
426,3193.611
427,3244.685
428,3289.250
429,3334.241
430,3381.056
431,3416.528
432,3446.574
433,3481.157
434,3523.250
435,3557.778
436,3582.481
437,3642.620
438,3666.704
439,3715.250
440,3741.981
441,3757.741
442,3792.519
443,3823.398
444,3853.565
445,3891.352
446,3910.222
447,3934.398
448,3962.546
449,3974.361
450,4011.685
451,4034.324
452,4063.602
453,4094.046
454,4081.278
455,4027.574
456,3945.130
457,3871.380
458,3814.148
459,3780.139
460,3716.139
461,3650.389
462,3593.343
463,3564.333
464,3502.481
465,3481.352
466,3429.231
467,3400.981
468,3361.148
469,3323.759
470,3286.000
471,3274.306
472,3233.120
473,3186.889
474,3172.741
475,3143.917
476,3135.685
477,3113.639
478,3074.231
479,3052.676
480,3046.926
481,3035.426
482,3012.944
483,3003.435
484,2994.056
485,2965.926
486,2954.815
487,2958.426
488,2974.213
489,3015.954
490,3068.713
491,3107.667
492,3150.167
493,3188.028
494,3223.972
495,3265.833
496,3316.676
497,3353.880
498,3380.139
