Slice,Mean
425,1344.864
426,1344.222
427,1360.938
428,1369.593
429,1389.123
430,1385.086
431,1389.074
432,1389.481
433,1399.630
434,1408.889
435,1416.654
436,1425.049
437,1428.198
438,1423.346
439,1439.284
440,1433.617
441,1445.444
442,1449.185
443,1457.568
444,1461.481
445,1465.667
446,1473.691
447,1466.951
448,1468.963
449,1478.198
450,1479.309
451,1486.963
452,1494.716
453,1490.185
454,1489.444
455,1474.741
456,1458.901
457,1456.457
458,1440.037
459,1438.198
460,1421.778
461,1416.778
462,1406.654
463,1395.864
464,1391.148
465,1396.593
466,1384.593
467,1384.716
468,1386.062
469,1368.691
470,1364.815
471,1358.049
472,1362.938
473,1352.247
474,1355.704
475,1347.432
476,1345.667
477,1357.593
478,1342.296
479,1335.951
480,1334.272
481,1336.605
482,1325.852
483,1332.457
484,1326.716
485,1318.741
486,1320.617
487,1313.864
488,1326.370
489,1330.333
490,1347.210
491,1357.420
492,1368.901
493,1382.000
494,1383.975
495,1390.074
496,1405.790
497,1400.630
498,1410.716
