Slice,Mean
391,446.121
392,445.056
393,445.217
394,445.922
395,445.612
396,444.398
397,445.484
398,445.205
399,443.248
400,446.236
401,443.047
402,444.677
403,444.053
404,444.733
405,442.953
406,443.469
407,444.273
408,446.084
409,441.376
410,442.345
411,441.227
412,440.674
413,442.444
414,441.714
415,443.404
416,444.028
417,440.988
418,442.422
419,442.478
420,440.835
421,443.655
422,441.708
423,441.978
424,445.568
425,442.606
426,443.301
427,443.913
428,444.382
429,443.919
430,442.578
431,441.559
432,441.780
433,443.562
434,442.984
435,442.935
436,441.876
437,443.829
438,444.034
439,441.922
440,445.208
441,441.823
442,444.568
443,442.894
444,441.736
445,442.233
446,442.537
447,446.037
448,444.820
449,444.891
450,444.590
451,443.401
452,442.668
453,444.758
454,440.422
455,441.947
456,440.981
457,442.984
458,442.543
459,440.000
460,439.807
461,441.450
462,440.938
463,439.702
464,439.205
465,441.264
466,440.478
467,437.062
468,438.273
469,439.189
470,439.752
471,438.677
472,437.637
473,439.761
474,439.003
475,438.624
476,437.811
477,436.637
478,439.127
479,439.960
480,439.817
481,437.826
482,441.326
483,437.168
484,440.761
485,438.522
486,437.640
487,438.643
488,435.189
489,438.634
490,437.801
491,437.969
492,437.599
493,438.245
494,439.590
495,436.991
496,437.981
497,439.264
498,436.811
