Slice,Mean
180,2977.511
181,3000.244
182,3021.645
183,3052.456
184,3062.278
185,3089.355
186,3098.344
187,3101.744
188,3127.756
189,3148.589
190,3130.489
191,2943.478
192,2816.789
193,2684.078
194,2563.344
195,2477.522
196,2399.167
197,2309.511
198,2249.256
199,2197.322
200,2149.889
201,2102.000
202,2073.111
203,2042.278
204,2016.367
205,1993.911
206,1966.900
207,1954.111
208,1929.922
209,1919.456
210,1915.711
211,1898.522
212,1885.011
213,1886.367
214,1872.544
215,1862.522
216,1876.222
217,1854.100
218,1859.533
219,1862.222
220,1852.256
221,1854.056
222,1849.644
223,1859.689
224,1956.289
225,2033.700
226,2114.444
227,2182.167
228,2263.133
229,2322.056
230,2372.378
231,2431.000
232,2470.467
233,2545.933
234,2583.000
235,2620.867
236,2660.089
237,2711.378
238,2725.078
239,2770.722
240,2782.178
241,2824.533
242,2859.156
243,2882.533
244,2891.767
245,2933.389
246,2940.944
247,2978.944
248,2978.833
249,2998.200
250,3013.011
251,3037.622
252,3058.467
253,3070.533
254,3087.456
255,3103.433
256,2984.500
257,2843.411
258,2725.556
259,2608.278
260,2505.244
261,2420.933
262,2358.700
263,2294.067
264,2234.122
265,2173.189
266,2133.678
267,2098.011
268,2071.122
269,2027.300
270,2013.367
271,1988.278
272,1977.922
273,1953.733
274,1939.767
275,1927.700
276,1922.722
277,1914.367
278,1891.367
279,1897.300
280,1884.800
281,1889.256
282,1872.244
283,1868.622
284,1857.078
285,1868.133
286,1853.833
287,1853.678
288,1846.533
289,1865.222
290,1931.522
291,1995.144
292,2076.800
293,2142.967
294,2204.344
295,2265.044
296,2309.489
297,2368.422
298,2415.278
299,2465.000
300,2513.578
301,2555.822
302,2595.978
303,2624.267
304,2657.811
305,2705.133
306,2736.878
307,2764.433
308,2787.978
309,2810.111
310,2847.489
311,2840.956
312,2886.656
313,2898.978
314,2918.267
315,2951.411
316,2953.111
317,2982.133
318,2994.389
319,3013.633
320,3018.611
321,3026.433
322,3022.855
323,2878.511
324,2748.089
325,2624.933
326,2541.222
327,2450.133
328,2374.400
329,2311.911
330,2261.678
331,2212.578
332,2159.011
333,2116.156
334,2085.344
335,2064.989
336,2037.489
337,2033.400
338,1997.000
339,1985.622
340,1984.622
341,1966.756
342,1950.978
343,1937.567
344,1931.233
345,1915.667
346,1913.867
347,1914.633
348,1910.633
349,1894.078
350,1891.356
351,1881.411
352,1882.478
353,1872.878
354,1884.811
355,1899.911
356,1904.956
357,1977.133
358,2045.789
359,2106.078
360,2166.667
361,2223.544
362,2286.800
363,2330.000
364,2375.033
365,2419.233
366,2456.645
367,2519.256
368,2555.700
369,2582.311
370,2619.467
371,2636.300
372,2670.533
373,2700.178
374,2725.933
375,2750.778
376,2778.689
377,2789.322
378,2813.056
379,2833.278
380,2845.878
381,2880.311
382,2898.611
383,2896.600
384,2926.022
385,2926.544
386,2937.211
387,2959.889
388,2967.167
389,2874.978
390,2748.844
391,2616.967
392,2546.200
393,2448.700
394,2379.056
395,2317.978
396,2245.722
397,2200.411
398,2146.111
399,2114.611
400,2082.244
401,2043.767
402,2028.133
403,2005.689
404,1968.578
405,1967.067
406,1943.578
407,1941.511
408,1934.033
409,1908.711
410,1899.556
411,1882.267
412,1881.411
413,1896.089
414,1871.722
415,1868.011
416,1865.178
417,1846.167
418,1848.889
419,1847.878
420,1846.022
421,1841.444
422,1906.422
423,1965.767
424,2026.489
425,2069.911
426,2123.889
427,2189.211
428,2235.056
429,2287.433
430,2322.167
431,2364.333
432,2410.389
433,2447.056
434,2480.289
435,2513.355
436,2546.733
437,2570.367
438,2599.033
439,2627.189
440,2654.256
441,2669.689
442,2687.689
443,2691.556
444,2713.011
445,2745.033
446,2774.011
447,2782.156
448,2798.444
449,2817.133
450,2832.989
451,2837.922
452,2847.056
453,2860.633
454,2828.578
455,2703.444
456,2608.178
457,2510.867
458,2434.822
459,2353.855
460,2280.744
461,2229.922
462,2163.389
463,2148.333
464,2095.256
465,2050.767
466,2029.889
467,2008.956
468,1982.056
469,1958.433
470,1949.978
471,1930.467
472,1924.889
473,1903.711
474,1887.389
475,1885.222
476,1868.278
477,1863.489
478,1857.033
479,1851.389
480,1854.989
481,1830.411
482,1837.133
483,1836.100
484,1821.944
485,1817.367
486,1814.211
487,1832.767
488,1842.233
489,1910.278
490,1964.678
491,2021.489
492,2066.633
493,2116.778
494,2143.700
495,2203.589
496,2262.700
497,2287.878
498,2332.778
