Slice,Mean
309,507.983
310,506.767
311,508.183
312,508.825
313,508.908
314,509.475
315,508.192
316,510.633
317,510.867
318,507.400
319,508.608
320,512.108
321,507.617
322,505.658
323,505.592
324,507.083
325,510.550
326,506.092
327,505.708
328,503.967
329,506.067
330,502.075
331,502.408
332,506.467
333,505.133
334,504.475
335,504.233
336,504.000
337,503.592
338,505.967
339,502.067
340,504.658
341,504.367
342,500.783
343,500.608
344,501.692
345,498.433
346,500.425
347,502.708
348,503.858
349,500.267
350,498.333
351,504.775
352,502.692
353,497.767
354,501.008
355,498.158
356,498.400
357,502.483
358,502.058
359,502.575
360,503.200
361,498.633
362,500.483
363,497.675
364,500.383
365,500.733
366,501.158
367,502.075
368,499.242
369,505.708
370,499.450
371,502.908
372,501.758
373,498.367
374,498.592
375,494.875
376,501.942
377,499.925
378,499.742
379,502.933
380,497.375
381,497.708
382,500.000
383,498.042
384,503.500
385,499.433
386,498.608
387,494.667
388,501.208
389,499.567
390,498.483
391,496.150
392,500.483
393,500.883
394,495.117
395,492.117
396,495.258
397,496.483
398,494.150
399,492.758
400,493.542
401,496.025
402,491.683
403,494.050
404,495.183
405,489.850
406,495.575
407,493.892
408,497.100
409,492.717
410,493.267
411,494.417
412,491.725
413,492.958
414,492.775
415,487.008
416,494.583
417,492.383
418,489.883
419,492.117
420,484.892
421,493.450
422,485.775
423,492.183
424,490.667
425,489.625
426,496.525
427,492.600
428,492.375
429,494.625
430,489.442
431,490.358
432,492.775
433,493.567
434,492.075
435,491.533
436,490.367
437,491.950
438,492.642
439,490.725
440,487.533
441,491.558
442,492.725
443,489.808
444,493.542
445,497.492
446,491.425
447,492.158
448,488.933
449,490.858
450,488.083
451,490.042
452,489.967
453,487.950
454,492.292
455,491.108
456,489.242
457,490.117
458,487.517
459,486.733
460,486.683
461,488.475
462,489.100
463,488.325
464,483.717
465,489.358
466,483.800
467,482.725
468,483.792
469,485.383
470,486.033
471,488.992
472,486.850
473,486.375
474,487.208
475,488.508
476,484.450
477,485.725
478,483.808
479,489.683
480,485.917
481,485.492
482,478.767
483,487.708
484,487.125
485,485.992
486,483.150
487,483.092
488,483.050
489,484.133
490,482.275
491,484.725
492,485.400
493,488.050
494,480.317
495,479.558
496,489.183
497,483.758
498,490.050
