X,Y
1069,9118.926
1070,9117.298
1071,9115.640
1072,9112.826
1073,9112.285
1074,9109.535
1075,9107.946
1076,9106.483
1077,9103.955
1078,9102.164
1079,9101.234
1080,9098.778
1081,9096.865
1082,9094.432
1083,9092.585
1084,9091.066
1085,9088.817
1086,9087.546
1087,9085.316
1088,9083.217
1089,9081.245
1090,9079.947
1091,9078.437
1092,9076.789
1093,9074.341
1094,9072.529
1095,9070.171
1096,9067.909
1097,9065.749
1098,9064.152
1099,9062.644
1100,9061.554
1101,9059.549
1102,9057.989
1103,9055.758
1104,9053.588
1105,9051.583
1106,9049.637
1107,9049.053
1108,9046.352
1109,9043.971
1110,9042.624
1111,9040.889
1112,9039.021
1113,9038.544
1114,9035.343
1115,9032.624
1116,9031.296
1117,9029.912
1118,9027.502
1119,9026.296
1120,9024.674
1121,9022.175
1122,9021.260
1123,9019.344
1124,9017.011
1125,9014.911
1126,9014.385
1127,9011.451
1128,9009.954
1129,9008.271
1130,9006.142
1131,9004.999
1132,9003.051
1133,9001.746
1134,9000.030
1135,8997.986
1136,8995.391
1137,8993.723
1138,8992.536
1139,8991.092
1140,8988.844
1141,8987.591
1142,8985.267
1143,8982.813
1144,8981.742
1145,8979.769
1146,8978.105
1147,8976.081
1148,8974.936
1149,8972.852
1150,8971.347
1151,8969.545
1152,8967.560
1153,8966.175
1154,8964.684
1155,8963.169
1156,8960.994
1157,8959.435
1158,8958.349
1159,8956.361
1160,8954.577
1161,8952.387
1162,8951.504
1163,8949.598
1164,8946.971
1165,8946.272
1166,8943.497
1167,8942.258
1168,8940.494
1169,8939.358
1170,8937.845
1171,8935.259
1172,8934.796
1173,8932.042
1174,8931.020
1175,8929.273
1176,8927.432
1177,8925.822
1178,8924.201
1179,8923.254
1180,8921.348
1181,8918.591
1182,8917.238
1183,8915.418
1184,8914.166
1185,8912.406
1186,8911.170
1187,8909.507
1188,8908.068
1189,8906.326
1190,8905.148
1191,8903.119
1192,8901.134
1193,8898.854
1194,8897.757
1195,8896.006
1196,8894.564
1197,8892.958
1198,8891.665
1199,8890.388
1200,8887.976
1201,8886.274
1202,8884.120
1203,8883.086
1204,8881.343
1205,8879.750
1206,8878.236
1207,8876.240
1208,8874.659
1209,8872.870
1210,8871.179
1211,8869.005
1212,8868.628
1213,8866.694
1214,8864.688
1215,8862.872
1216,8860.956
1217,8860.469
1218,8858.867
1219,8855.500
1220,8854.130
1221,8853.416
1222,8851.081
1223,8849.355
1224,8848.650
1225,8846.168
1226,8844.730
1227,8843.490
1228,8841.631
1229,8839.673
1230,8838.320
1231,8837.223
1232,8834.333
1233,8833.712
1234,8831.971
1235,8830.902
1236,8828.266
1237,8827.146
1238,8825.442
1239,8824.064
1240,8822.420
1241,8821.284
1242,8819.854
1243,8817.712
1244,8815.615
1245,8815.592
1246,8812.465
1247,8811.560
1248,8809.008
1249,8807.732
1250,8806.720
1251,8805.373
1252,8803.061
1253,8801.450
1254,8800.891
1255,8797.282
1256,8797.113
1257,8795.559
1258,8793.289
1259,8791.861
1260,8790.623
1261,8788.356
1262,8787.505
1263,8785.526
1264,8783.439
1265,8783.084
1266,8781.270
1267,8780.424
1268,8777.681
1269,8775.944
1270,8775.017
1271,8772.617
1272,8771.452
1273,8770.155
1274,8768.080
1275,8767.213
1276,8764.935
1277,8764.458
1278,8763.179
1279,8761.402
1280,8759.819
1281,8757.928
1282,8756.977
1283,8755.871
1284,8753.001
1285,8751.653
1286,8750.495
1287,8748.755
1288,8746.659
1289,8745.876
1290,8744.802
1291,8742.429
1292,8740.059
1293,8738.941
1294,8738.533
1295,8735.967
1296,8735.626
1297,8733.689
1298,8731.092
1299,8729.833
1300,8728.548
1301,8726.472
1302,8725.459
1303,8723.743
1304,8722.699
1305,8721.923
1306,8720.274
1307,8719.171
1308,8716.938
1309,8715.521
1310,8713.002
1311,8711.506
1312,8710.610
1313,8708.670
1314,8707.396
1315,8705.599
1316,8704.935
1317,8702.285
1318,8701.979
1319,8699.943
1320,8697.452
1321,8696.104
1322,8695.354
1323,8693.333
1324,8692.222
1325,8689.543
1326,8688.313
1327,8686.686
1328,8685.673
1329,8684.030
1330,8681.460
1331,8680.481
1332,8679.236
1333,8677.238
1334,8675.946
1335,8674.812
1336,8673.056
1337,8671.987
1338,8670.718
1339,8668.634
1340,8666.864
1341,8664.965
1342,8663.917
1343,8661.716
1344,8661.490
1345,8658.568
1346,8657.174
1347,8655.688
1348,8653.502
1349,8652.363
1350,8651.915
1351,8649.319
1352,8648.233
1353,8647.525
1354,8644.396
1355,8643.781
1356,8642.118
1357,8640.730
1358,8639.877
1359,8637.654
1360,8636.761
1361,8634.754
1362,8632.810
1363,8631.116
1364,8631.181
1365,8628.497
1366,8626.584
1367,8626.009
1368,8624.855
1369,8622.708
1370,8620.573
1371,8619.709
1372,8618.812
1373,8617.575
1374,8614.793
1375,8613.871
1376,8611.891
1377,8611.187
1378,8609.066
1379,8607.957
1380,8605.924
1381,8606.171
1382,8603.640
1383,8602.404
1384,8600.929
1385,8599.732
1386,8597.653
1387,8596.292
1388,8594.861
1389,8593.065
1390,8592.214
1391,8590.083
1392,8588.767
1393,8587.975
1394,8586.161
1395,8584.840
1396,8583.399
1397,8581.779
1398,8580.300
1399,8578.400
1400,8577.544
1401,8576.137
1402,8574.642
1403,8572.472
1404,8571.871
1405,8570.125
1406,8568.989
1407,8567.893
1408,8565.635
1409,8564.335
1410,8562.727
1411,8561.629
1412,8559.687
1413,8558.586
1414,8557.417
1415,8555.782
1416,8554.301
1417,8553.946
1418,8551.842
1419,8549.301
1420,8549.031
1421,8548.023
1422,8545.719
1423,8544.097
1424,8543.795
1425,8542.366
1426,8540.894
1427,8539.158
1428,8537.919
1429,8535.761
1430,8534.440
1431,8533.479
1432,8532.694
1433,8530.289
1434,8528.835
1435,8527.784
1436,8525.636
1437,8524.694
1438,8523.145
1439,8522.205
1440,8520.839
1441,8520.144
1442,8517.568
1443,8517.195
1444,8515.321
1445,8513.650
1446,8512.090
1447,8511.525
1448,8509.346
1449,8508.363
1450,8506.946
1451,8505.418
1452,8503.848
1453,8502.586
1454,8501.278
1455,8500.273
1456,8497.713
1457,8496.797
1458,8494.739
1459,8494.408
1460,8493.037
1461,8491.312
1462,8489.388
1463,8488.396
1464,8487.627
1465,8485.914
1466,8484.442
1467,8482.818
1468,8481.835
1469,8479.652
1470,8479.248
1471,8478.132
1472,8476.468
1473,8474.751
1474,8472.310
1475,8471.594
1476,8470.741
1477,8469.843
1478,8468.231
1479,8467.887
1480,8465.648
1481,8465.218
1482,8462.621
1483,8461.194
1484,8460.284
1485,8458.915
1486,8456.479
1487,8455.627
1488,8454.709
1489,8452.637
1490,8451.179
1491,8450.097
1492,8449.182
1493,8448.302
1494,8446.696
1495,8445.844
1496,8444.463
1497,8442.743
1498,8442.479
1499,8441.300
1500,8438.974
1501,8437.739
1502,8437.362
1503,8435.507
1504,8433.304
1505,8431.533
1506,8431.526
1507,8429.639
1508,8428.338
1509,8427.541
1510,8426.324
1511,8425.196
1512,8424.287
1513,8422.611
1514,8421.457
1515,8420.262
1516,8419.008
1517,8417.555
1518,8416.048
1519,8415.279
1520,8413.441
1521,8411.993
1522,8410.990
1523,8409.503
1524,8408.091
1525,8406.816
1526,8405.717
1527,8404.445
1528,8403.040
1529,8402.810
1530,8400.437
1531,8399.688
1532,8398.525
1533,8396.123
1534,8395.969
1535,8394.862
1536,8393.021
1537,8392.200
1538,8389.475
1539,8389.561
1540,8387.741
1541,8385.438
1542,8384.661
1543,8384.132
1544,8382.940
1545,8381.298
1546,8379.731
1547,8378.591
1548,8376.987
1549,8376.729
1550,8375.696
1551,8374.195
1552,8373.036
1553,8370.747
1554,8369.003
1555,8367.649
1556,8366.784
1557,8366.533
1558,8364.341
1559,8364.443
1560,8362.438
1561,8360.468
1562,8359.675
1563,8357.590
1564,8356.669
1565,8356.688
1566,8355.251
1567,8352.944
1568,8352.144
1569,8350.083
1570,8349.479
1571,8348.011
1572,8347.071
1573,8345.770
1574,8345.153
1575,8343.636
1576,8342.944
1577,8341.952
1578,8339.922
1579,8338.640
1580,8337.746
1581,8335.849
1582,8335.066
1583,8333.894
1584,8332.149
1585,8331.679
1586,8329.187
1587,8328.026
1588,8326.552
1589,8325.825
1590,8324.815
1591,8322.463
1592,8322.861
1593,8320.676
1594,8319.950
1595,8317.583
1596,8317.075
1597,8315.938
1598,8314.025
1599,8313.864
1600,8312.133
1601,8310.484
1602,8309.194
1603,8308.323
1604,8307.163
1605,8305.964
1606,8304.382
1607,8303.113
1608,8301.549
1609,8301.238
1610,8299.424
1611,8298.227
1612,8297.047
1613,8296.214
1614,8294.073
1615,8292.824
1616,8292.405
1617,8290.280
1618,8289.725
1619,8287.569
1620,8286.469
1621,8285.261
1622,8284.454
1623,8283.438
1624,8282.151
1625,8281.137
1626,8280.133
1627,8277.941
1628,8276.789
1629,8277.109
1630,8274.879
1631,8274.233
1632,8273.564
1633,8270.639
1634,8269.784
1635,8269.767
1636,8268.019
1637,8266.511
1638,8265.008
1639,8263.659
1640,8262.075
1641,8261.324
1642,8259.915
1643,8258.504
1644,8257.861
1645,8256.674
1646,8255.591
1647,8254.788
1648,8252.886
1649,8252.579
1650,8250.229
1651,8249.708
1652,8248.169
1653,8246.242
1654,8244.816
1655,8244.541
1656,8242.879
1657,8242.128
1658,8241.455
1659,8240.194
1660,8238.567
1661,8237.948
1662,8235.445
1663,8234.664
1664,8232.742
1665,8231.941
1666,8230.959
1667,8230.081
1668,8228.345
1669,8226.939
1670,8225.865
1671,8224.954
1672,8223.864
1673,8221.497
1674,8220.528
1675,8219.220
1676,8217.546
1677,8217.231
1678,8216.060
1679,8214.485
1680,8213.493
1681,8212.207
1682,8210.814
1683,8208.575
1684,8207.644
1685,8206.944
1686,8205.313
1687,8204.326
1688,8203.146
1689,8201.212
1690,8200.283
1691,8198.720
1692,8197.031
1693,8196.158
1694,8196.526
1695,8194.629
1696,8193.388
1697,8191.379
1698,8190.798
1699,8189.720
1700,8189.959
1701,8188.493
1702,8187.097
1703,8184.521
1704,8184.196
1705,8182.568
1706,8181.227
1707,8179.457
1708,8179.505
1709,8177.825
1710,8177.372
1711,8175.847
1712,8174.222
1713,8171.890
1714,8170.998
1715,8169.708
1716,8168.401
1717,8167.859
1718,8167.377
1719,8165.579
1720,8163.514
1721,8162.350
1722,8161.637
1723,8160.595
1724,8159.390
1725,8157.740
1726,8156.727
1727,8155.726
1728,8154.299
1729,8153.730
1730,8153.241
1731,8150.088
1732,8149.657
1733,8149.541
1734,8148.818
1735,8147.090
1736,8145.827
1737,8144.151
1738,8143.041
1739,8141.754
1740,8140.966
1741,8139.693
1742,8139.152
1743,8137.558
1744,8136.549
1745,8135.466
1746,8135.827
1747,8133.107
1748,8132.411
1749,8130.429
1750,8129.714
1751,8128.274
1752,8127.663
1753,8125.692
1754,8124.076
1755,8124.062
1756,8122.219
1757,8121.204
1758,8120.208
1759,8119.205
1760,8117.645
1761,8116.938
1762,8115.220
1763,8114.592
1764,8113.087
1765,8112.214
1766,8111.450
1767,8109.819
1768,8108.669
1769,8107.362
1770,8105.745
1771,8105.290
1772,8104.053
1773,8103.109
1774,8101.287
1775,8100.528
1776,8098.668
1777,8097.826
1778,8097.845
1779,8095.083
1780,8094.877
1781,8093.482
1782,8091.653
1783,8091.039
1784,8088.790
1785,8088.609
1786,8087.396
1787,8086.931
1788,8084.853
1789,8083.390
1790,8083.566
1791,8082.122
1792,8081.498
1793,8079.615
1794,8079.985
1795,8077.863
1796,8076.234
1797,8075.622
1798,8074.036
1799,8073.488
1800,8072.309
1801,8071.139
1802,8069.762
1803,8069.491
1804,8067.089
1805,8067.479
1806,8065.309
1807,8063.871
1808,8063.154
1809,8062.070
1810,8059.965
1811,8059.473
1812,8058.793
1813,8057.800
1814,8056.945
1815,8054.813
1816,8053.443
1817,8052.774
1818,8052.428
1819,8050.125
1820,8049.670
1821,8049.534
1822,8048.107
1823,8046.379
1824,8046.013
1825,8045.104
1826,8043.599
1827,8041.301
1828,8041.272
1829,8041.067
1830,8038.900
1831,8038.715
1832,8037.138
1833,8036.781
1834,8035.050
1835,8034.598
1836,8033.406
1837,8031.715
1838,8031.526
1839,8030.299
1840,8028.805
1841,8027.372
1842,8027.268
1843,8025.620
1844,8024.334
1845,8023.475
1846,8022.789
1847,8021.648
1848,8021.139
1849,8019.420
1850,8017.553
1851,8017.066
1852,8015.766
1853,8015.166
1854,8013.444
1855,8013.202
1856,8012.097
1857,8010.941
1858,8009.185
1859,8008.176
1860,8006.824
1861,8006.023
1862,8004.926
1863,8004.256
1864,8003.454
1865,8002.154
1866,8001.187
1867,8000.343
1868,7998.868
1869,7998.595
1870,7996.441
1871,7996.101
